tconst,ordering,nconst,category,job,characters
tt0514091,1,nm1075468,actor,,"[""Master Shake""]"
tt0514091,2,nm1052894,actor,,"[""Frylock""]"
tt0514091,3,nm0932302,actor,,"[""Meatwad"",""Carl Brutananadilewski""]"
tt0514091,4,nm0188554,actor,,"[""Dr. Weird"",""Steve""]"
tt0514091,5,nm0537410,director,,
tt0514091,6,nm0250080,producer,producer,
tt0514091,7,nm0195997,composer,,
tt0514091,8,nm1557497,editor,,
tt0514092,10,nm1743855,editor,,
tt0514092,1,nm1075468,actor,,"[""Master Shake""]"
tt0514092,2,nm1052894,actor,,"[""Frylock""]"
tt0514092,3,nm0932302,actor,,"[""Meatwad"",""Carl Brutananadilewski"",""Ignignokt""]"
tt0514092,4,nm0581258,actor,,"[""Oglethorpe"",""Easter Bunny""]"
tt0514092,5,nm0537410,director,,
tt0514092,6,nm0250080,producer,producer,
tt0514092,7,nm0368579,producer,producer,
tt0514092,8,nm0195997,composer,,
tt0514092,9,nm1557497,editor,,
tt0514093,10,nm1743855,editor,,
tt0514093,1,nm1075468,actor,,"[""Master Shake""]"
tt0514093,2,nm1052894,actor,,"[""Frylock""]"
tt0514093,3,nm0932302,actor,,"[""Meatwad"",""Carl Brutananadilewski"",""Ignignokt""]"
tt0514093,4,nm0188554,actor,,"[""Dr. Weird"",""Steve""]"
tt0514093,5,nm0537410,director,,
tt0514093,6,nm0250080,producer,producer,
tt0514093,7,nm0368579,producer,producer,
tt0514093,8,nm0195997,composer,,
tt0514093,9,nm1557497,editor,,
tt0514094,10,nm1743855,editor,,
tt0514094,1,nm1075468,actor,,"[""Master Shake""]"
tt0514094,2,nm1052894,actor,,"[""Frylock""]"
tt0514094,3,nm0188554,actor,,"[""Dr. Weird"",""Steve""]"
tt0514094,4,nm0932302,actor,,"[""Meatwad"",""Carl Brutananadilewski""]"
tt0514094,5,nm0537410,director,,
tt0514094,6,nm0250080,producer,producer,
tt0514094,7,nm0368579,producer,producer,
tt0514094,8,nm0195997,composer,,
tt0514094,9,nm1557497,editor,,
tt0514095,10,nm1743855,editor,,
tt0514095,1,nm1075468,actor,,"[""Master Shake""]"
tt0514095,2,nm1052894,actor,,"[""Frylock""]"
tt0514095,3,nm0932302,actor,,"[""Meatwad"",""Carl Brutananadilewski""]"
tt0514095,4,nm0188554,actor,,"[""Dr. Weird"",""Steve""]"
tt0514095,5,nm0537410,director,,
tt0514095,6,nm0250080,producer,producer,
tt0514095,7,nm0195997,composer,,
tt0514095,8,nm1557497,editor,,
tt0514095,9,nm0368579,editor,,
tt0514096,10,nm1743855,editor,,
tt0514096,1,nm1075468,actor,,"[""Master Shake""]"
tt0514096,2,nm1052894,actor,,"[""Frylock""]"
tt0514096,3,nm0932302,actor,,"[""Meatwad"",""Carl Brutananadilewski""]"
tt0514096,4,nm0188554,actor,,"[""Dr. Weird"",""Steve""]"
tt0514096,5,nm0537410,director,,
tt0514096,6,nm0250080,producer,producer,
tt0514096,7,nm0195997,composer,,
tt0514096,8,nm1557497,editor,,
tt0514096,9,nm0368579,editor,,
tt0514097,1,nm1075468,actor,,"[""Master Shake""]"
tt0514097,2,nm1052894,actor,,"[""Frylock""]"
tt0514097,3,nm0932302,actor,,"[""Meatwad"",""Carl Brutananadilewski"",""Ignignokt""]"
tt0514097,4,nm0537410,actor,,"[""Err"",""Ghost of Christmas Past"",""Randy the Astonishing""]"
tt0514097,5,nm0250080,producer,producer,
tt0514097,6,nm0195997,composer,,
tt0514097,7,nm1557497,editor,,
tt0514097,8,nm0368579,editor,,
tt0514098,10,nm1743855,editor,,
tt0514098,1,nm1075468,actor,,"[""Master Shake""]"
tt0514098,2,nm1052894,actor,,"[""Frylock""]"
tt0514098,3,nm0932302,actor,,"[""Meatwad"",""Carl Brutananadilewski""]"
tt0514098,4,nm0188554,actor,,"[""Dr. Weird"",""Steve""]"
tt0514098,5,nm0537410,director,,
tt0514098,6,nm0250080,producer,producer,
tt0514098,7,nm0368579,producer,producer,
tt0514098,8,nm0195997,composer,,
tt0514098,9,nm1557497,editor,,
tt0514099,10,nm1743855,editor,,
tt0514099,1,nm1075468,actor,,"[""Master Shake""]"
tt0514099,2,nm1052894,actor,,"[""Frylock""]"
tt0514099,3,nm0932302,actor,,"[""Meatwad"",""Carl Brutananadilewski"",""Ignignokt""]"
tt0514099,4,nm0188554,actor,,"[""Dr. Weird"",""Steve""]"
tt0514099,5,nm0537410,director,,
tt0514099,6,nm0250080,producer,producer,
tt0514099,7,nm0368579,producer,producer,
tt0514099,8,nm0195997,composer,,
tt0514099,9,nm1557497,editor,,
tt0514100,10,nm0368579,editor,,
tt0514100,1,nm1075468,actor,,"[""Master Shake""]"
tt0514100,2,nm1052894,actor,,"[""Frylock""]"
tt0514100,3,nm0932302,actor,,"[""Meatwad""]"
tt0514100,4,nm0188554,actor,,"[""Dr. Weird"",""Steve""]"
tt0514100,5,nm0537410,director,,
tt0514100,6,nm1085757,writer,additional story element,
tt0514100,7,nm0250080,producer,producer,
tt0514100,8,nm0195997,composer,,
tt0514100,9,nm1557497,editor,,
tt0514101,1,nm1075468,actor,,"[""Master Shake""]"
tt0514101,2,nm1052894,actor,,"[""Frylock""]"
tt0514101,3,nm0932302,actor,,"[""Meatwad"",""Carl Brutananadilewski"",""Ignignokt""]"
tt0514101,4,nm0537410,actor,,"[""Err""]"
tt0514101,5,nm0250080,producer,producer,
tt0514101,6,nm0368579,producer,producer,
tt0514101,7,nm0195997,composer,,
tt0514101,8,nm1557497,editor,,
tt0514102,1,nm1075468,actor,,"[""Master Shake""]"
tt0514102,2,nm1052894,actor,,"[""Frylock""]"
tt0514102,3,nm0932302,actor,,"[""Meatwad"",""Carl Brutananadilewski""]"
tt0514102,4,nm0581258,actor,,"[""Oglethorpe""]"
tt0514102,5,nm0537410,director,,
tt0514102,6,nm0250080,producer,producer,
tt0514102,7,nm0368579,producer,producer,
tt0514102,8,nm0195997,composer,,
tt0514102,9,nm1557497,editor,,
tt0520541,1,nm0431918,actor,,"[""Beavis"",""Butt-Head"",""Tom Anderson""]"
tt0520541,2,nm1073536,actor,,"[""Additional Voices""]"
tt0520541,3,nm0334935,actress,,"[""Daria Morgendorffer"",""Mrs. Stevenson"",""Cassandra""]"
tt0520541,4,nm0005450,actor,,"[""Ticket Attendant""]"
tt0520541,5,nm0251550,writer,story editor,
tt0520541,6,nm1580636,writer,writer,
tt0520541,7,nm0028712,producer,producer,
tt0520541,8,nm0003249,producer,producer,
tt0520541,9,nm0471121,editor,,
tt0520542,1,nm0431918,actor,,"[""Beavis"",""Butt-Head"",""Principal McVicker""]"
tt0520542,2,nm0437127,actress,,"[""Additional Voices""]"
tt0520542,3,nm0003249,actor,,"[""Janitor""]"
tt0520542,4,nm0919498,actor,,"[""Stewart Stevenson""]"
tt0520542,5,nm0438394,director,supervising director,
tt0520542,6,nm1032254,writer,written by,
tt0520542,7,nm1032829,writer,written by,
tt0520542,8,nm0028712,producer,producer,
tt0520542,9,nm0400529,editor,,
tt0520543,1,nm0431918,actor,,"[""Beavis"",""Butt-Head"",""Tom Anderson""]"
tt0520543,2,nm0437127,actress,,"[""Additional Voices""]"
tt0520543,3,nm0001281,actor,,"[""Panhandler""]"
tt0520543,4,nm0438394,director,supervising director,
tt0520543,5,nm0003249,writer,head writer,
tt0520543,6,nm0028712,producer,producer,
tt0520544,10,nm0492957,editor,,
tt0520544,1,nm0431918,actor,,"[""Beavis"",""Butt-Head"",""Bradley Buzzcut""]"
tt0520544,2,nm1068654,actor,,
tt0520544,3,nm1071184,actor,,
tt0520544,4,nm0334935,actress,,"[""Daria Morgendorffer"",""Ms. Tress""]"
tt0520544,5,nm0889405,director,supervising director,
tt0520544,6,nm0251550,writer,story editor,
tt0520544,7,nm0028712,producer,producer,
tt0520544,8,nm0003249,producer,producer,
tt0520544,9,nm0471121,editor,,
tt0520545,1,nm0431918,actor,,"[""Beavis"",""Butt-Head"",""Tom Anderson""]"
tt0520545,2,nm1225914,actor,,"[""Dr. Leibowitz""]"
tt0520545,3,nm0438394,director,supervising director,
tt0520545,4,nm0003249,writer,head writer,
tt0520545,5,nm0028712,producer,producer,
tt0520545,6,nm4372520,producer,producer,
tt0520546,1,nm0431918,actor,,"[""Beavis"",""Butt-Head"",""Tom Anderson""]"
tt0520546,2,nm0001468,actor,,"[""David Letterman""]"
tt0520546,3,nm0003249,writer,head writer,
tt0520546,4,nm0830294,writer,writer,
tt0520546,5,nm1580636,writer,writer,
tt0520546,6,nm0028712,producer,producer,
tt0520546,7,nm1187468,editor,,
tt0520547,1,nm0431918,actor,,"[""Beavis"",""Butt-Head"",""Tom Anderson""]"
tt0520547,2,nm0919498,actor,,"[""Stewart Stevenson""]"
tt0520547,3,nm0003249,actor,,"[""News Anchor #2"",""Bob""]"
tt0520547,4,nm0001281,actor,,"[""Bum""]"
tt0520547,5,nm0438394,director,supervising director,
tt0520547,6,nm0028712,producer,producer,
tt0520548,1,nm0431918,actor,,"[""Beavis"",""Butt-Head"",""Tom Anderson""]"
tt0520548,2,nm0334935,actress,,"[""Daria Morgendorffer""]"
tt0520548,3,nm0438394,director,supervising director,
tt0520548,4,nm0003249,writer,head writer,
tt0520548,5,nm0028712,producer,producer,
tt0520549,1,nm0431918,actor,,"[""Beavis"",""Butt-Head"",""Tom Anderson""]"
tt0520549,2,nm0003249,actor,,"[""Boz""]"
tt0520549,3,nm0347656,actor,,"[""Anderson's War Buddy""]"
tt0520549,4,nm1580636,writer,writer,
tt0520549,5,nm0028712,producer,producer,
tt0530297,10,nm0184537,producer,producer,
tt0530297,1,nm0005093,actress,,"[""Huey Freeman"",""Riley Freeman""]"
tt0530297,2,nm0936762,actor,,"[""Robert 'Granddad' Freeman""]"
tt0530297,3,nm0946382,actor,,"[""Tom Dubois""]"
tt0530297,4,nm0930637,actor,,"[""Uncle Ruckus"",""Anchorman""]"
tt0530297,5,nm0395031,director,,
tt0530297,6,nm2103577,director,co-director,
tt0530297,7,nm0055756,writer,writer,
tt0530297,8,nm1412298,writer,creator,
tt0530297,9,nm2115641,writer,staff writer,
tt0530298,10,nm2092525,producer,producer,
tt0530298,1,nm0005093,actress,,"[""Huey Freeman"",""Riley Freeman""]"
tt0530298,2,nm0936762,actor,,"[""Robert 'Granddad' Freeman""]"
tt0530298,3,nm0946382,actor,,"[""Tom Dubois""]"
tt0530298,4,nm0930637,actor,,"[""Uncle Ruckus""]"
tt0530298,5,nm0068034,director,,
tt0530298,6,nm2103577,director,co-director,
tt0530298,7,nm1412298,writer,creator,
tt0530298,8,nm2115641,writer,staff writer,
tt0530298,9,nm0184537,producer,producer,
tt0530299,10,nm0184537,producer,producer,
tt0530299,1,nm0005093,actress,,"[""Huey Freeman"",""Riley Freeman""]"
tt0530299,2,nm0936762,actor,,"[""Robert 'Granddad' Freeman""]"
tt0530299,3,nm0946382,actor,,"[""Colonel H. Stinkmeaner"",""Tom Dubois"",""Spectator""]"
tt0530299,4,nm0930637,actor,,"[""Uncle Ruckus"",""Prisoner""]"
tt0530299,5,nm0395031,director,,
tt0530299,6,nm2103577,director,co-director,
tt0530299,7,nm0055756,writer,writer,
tt0530299,8,nm1412298,writer,creator,
tt0530299,9,nm2115641,writer,staff writer,
tt0530300,10,nm0184555,producer,producer,
tt0530300,1,nm0005093,actress,,"[""Huey Freeman"",""Riley Freeman""]"
tt0530300,2,nm0936762,actor,,"[""Robert 'Granddad' Freeman""]"
tt0530300,3,nm0946382,actor,,"[""Tom Dubois""]"
tt0530300,4,nm0930637,actor,,"[""Uncle Ruckus""]"
tt0530300,5,nm0068034,director,,
tt0530300,6,nm0055756,writer,writer,
tt0530300,7,nm1412298,writer,creator,
tt0530300,8,nm2115641,writer,staff writer,
tt0530300,9,nm0184537,producer,producer,
tt0530301,10,nm1396268,editor,co-editor,
tt0530301,1,nm0005093,actress,,"[""Huey Freeman"",""Riley Freeman""]"
tt0530301,2,nm0936762,actor,,"[""Robert 'Granddad' Freeman""]"
tt0530301,3,nm0946382,actor,,"[""Tom Dubois""]"
tt0530301,4,nm0930637,actor,,"[""Uncle Ruckus"",""Radio D.J.""]"
tt0530301,5,nm2170500,director,,
tt0530301,6,nm1412298,writer,writer,
tt0530301,7,nm2115641,writer,staff writer,
tt0530301,8,nm0184537,producer,producer,
tt0530301,9,nm2092525,producer,producer,
tt0530302,10,nm0184537,producer,producer,
tt0530302,1,nm0005093,actress,,"[""Huey Freeman"",""Riley Freeman""]"
tt0530302,2,nm0936762,actor,,"[""Robert 'Granddad' Freeman""]"
tt0530302,3,nm0946382,actor,,"[""Civil Rights Protester""]"
tt0530302,4,nm0930637,actor,,"[""Uncle Ruckus""]"
tt0530302,5,nm0068034,director,,
tt0530302,6,nm2103577,director,co-director,
tt0530302,7,nm0055756,writer,writer,
tt0530302,8,nm1412298,writer,creator,
tt0530302,9,nm2115641,writer,staff writer,
tt0530303,10,nm0184537,producer,producer,
tt0530303,1,nm0005093,actress,,"[""Huey Freeman"",""Riley Freeman""]"
tt0530303,2,nm0936762,actor,,"[""Robert 'Granddad' Freeman""]"
tt0530303,3,nm0946382,actor,,"[""Tom Dubois""]"
tt0530303,4,nm0930637,actor,,"[""Uncle Ruckus""]"
tt0530303,5,nm0395031,director,,
tt0530303,6,nm2103577,director,co-director,
tt0530303,7,nm0055756,writer,writer,
tt0530303,8,nm1412298,writer,creator,
tt0530303,9,nm2115641,writer,staff writer,
tt0530304,10,nm2092525,producer,producer,
tt0530304,1,nm0005093,actress,,"[""Huey Freeman"",""Riley Freeman""]"
tt0530304,2,nm0936762,actor,,"[""Robert 'Granddad' Freeman""]"
tt0530304,3,nm0946382,actor,,"[""Tom Dubois"",""Various""]"
tt0530304,4,nm0930637,actor,,"[""Uncle Ruckus""]"
tt0530304,5,nm0068034,director,,
tt0530304,6,nm2103577,director,co-director,
tt0530304,7,nm1412298,writer,creator,
tt0530304,8,nm2115641,writer,staff writer,
tt0530304,9,nm0184537,producer,producer,
tt0530305,10,nm2092525,producer,producer,
tt0530305,1,nm0005093,actress,,"[""Huey Freeman"",""Riley Freeman""]"
tt0530305,2,nm0936762,actor,,"[""Robert 'Granddad' Freeman""]"
tt0530305,3,nm0946382,actor,,"[""Tom Dubois""]"
tt0530305,4,nm0930637,actor,,"[""Uncle Ruckus""]"
tt0530305,5,nm1638871,director,,
tt0530305,6,nm0055756,writer,writer,
tt0530305,7,nm1412298,writer,creator,
tt0530305,8,nm2115641,writer,staff writer,
tt0530305,9,nm0184537,producer,producer,
tt0530306,10,nm0184555,producer,producer,
tt0530306,1,nm0005093,actress,,"[""Huey Freeman"",""Riley Freeman""]"
tt0530306,2,nm0936762,actor,,"[""Robert 'Granddad' Freeman""]"
tt0530306,3,nm0946382,actor,,"[""Tom Dubois""]"
tt0530306,4,nm0930637,actor,,"[""Uncle Ruckus""]"
tt0530306,5,nm0068034,director,,
tt0530306,6,nm0055756,writer,writer,
tt0530306,7,nm1412298,writer,creator,
tt0530306,8,nm2115641,writer,staff writer,
tt0530306,9,nm0184537,producer,producer,
tt0537945,10,nm1512881,composer,,
tt0537945,1,nm0485487,actor,,"[""Mills Lane""]"
tt0537945,2,nm0772065,actor,,"[""Johnny Gomez""]"
tt0537945,3,nm0561752,actor,,"[""Nick Diamond""]"
tt0537945,4,nm3844789,actor,,"[""William Shatner"",""Steven Spielberg""]"
tt0537945,5,nm0283888,director,,
tt0537945,6,nm0364195,writer,head writer,
tt0537945,7,nm4372520,producer,producer,
tt0537945,8,nm2496587,producer,producer,
tt0537945,9,nm0528717,producer,producer,
tt0537946,10,nm7412051,writer,writer,
tt0537946,1,nm0485487,actor,,"[""Mills Lane""]"
tt0537946,2,nm0119354,actor,,"[""Michael Buffer""]"
tt0537946,3,nm0772065,actor,,"[""Johnny Gomez""]"
tt0537946,4,nm0561752,actor,,"[""Nick Diamond""]"
tt0537946,5,nm0283888,director,,
tt0537946,6,nm0364195,writer,writer,
tt0537946,7,nm0372466,writer,writer,
tt0537946,8,nm2688379,writer,writer,
tt0537946,9,nm4240610,writer,written by,
tt0537947,10,nm2056914,writer,written by,
tt0537947,1,nm0772065,actor,,"[""Johnny Gomez""]"
tt0537947,2,nm0561752,actor,,"[""Nick Diamond""]"
tt0537947,3,nm0478345,actress,,"[""Stacy Cornbred""]"
tt0537947,4,nm0485487,actor,,"[""Mills Lane""]"
tt0537947,5,nm0283888,director,,
tt0537947,6,nm3635105,director,supervising director,
tt0537947,7,nm0674919,director,supervising director,
tt0537947,8,nm0364195,writer,writer,
tt0537947,9,nm0372466,writer,writer,
tt0537948,10,nm2496587,producer,producer,
tt0537948,1,nm0485487,actor,,"[""Mills Lane""]"
tt0537948,2,nm0772065,actor,,"[""Johnny Gomez""]"
tt0537948,3,nm0561752,actor,,"[""Nick Diamond""]"
tt0537948,4,nm0558244,actress,,"[""Debbie Matenopoulos""]"
tt0537948,5,nm0283888,director,,
tt0537948,6,nm0364195,writer,writer,
tt0537948,7,nm2688379,writer,written by,
tt0537948,8,nm3186098,writer,written by,
tt0537948,9,nm4372520,producer,producer,
tt0537949,10,nm1032829,writer,written by,
tt0537949,1,nm0485487,actor,,"[""Mills Lane""]"
tt0537949,2,nm0284201,actor,,"[""Mankind""]"
tt0537949,3,nm0772065,actor,,"[""Johnny Gomez""]"
tt0537949,4,nm0561752,actor,,"[""Nick Diamond""]"
tt0537949,5,nm0283888,director,,
tt0537949,6,nm0364195,writer,head writer,
tt0537949,7,nm2688379,writer,contributing writer,
tt0537949,8,nm3186098,writer,contributing writer,
tt0537949,9,nm1099475,writer,contributing writer,
tt0537950,10,nm0818922,writer,written by,
tt0537950,1,nm0331906,actor,,"[""Gilbert Gottfried""]"
tt0537950,2,nm0485487,actor,,"[""Mills Lane""]"
tt0537950,3,nm0772065,actor,,"[""Johnny Gomez""]"
tt0537950,4,nm0561752,actor,,"[""Nick Diamond""]"
tt0537950,5,nm0283888,director,,
tt0537950,6,nm0304531,writer,contributing writer,
tt0537950,7,nm0364195,writer,head writer,
tt0537950,8,nm0470913,writer,executive consultant,
tt0537950,9,nm0716658,writer,contributing writer,
tt0537951,10,nm3186098,writer,written by,
tt0537951,1,nm0485487,actor,,"[""Mills Lane""]"
tt0537951,2,nm0772065,actor,,"[""Johnny Gomez""]"
tt0537951,3,nm0561752,actor,,"[""Nick Diamond""]"
tt0537951,4,nm0011758,actor,,
tt0537951,5,nm0283888,director,,
tt0537951,6,nm0364195,writer,writer,
tt0537951,7,nm0372466,writer,writer,
tt0537951,8,nm4240610,writer,writer,
tt0537951,9,nm7447047,writer,written by,
tt0537952,10,nm0716658,writer,written by,
tt0537952,1,nm0000155,actress,,"[""Whoopi Goldberg""]"
tt0537952,2,nm0042524,actor,,"[""Stone Cold Steve Austin""]"
tt0537952,3,nm0485487,actor,,"[""Mills Lane""]"
tt0537952,4,nm0772065,actor,,"[""Johnny Gomez""]"
tt0537952,5,nm0283888,director,,
tt0537952,6,nm0304531,writer,written by,
tt0537952,7,nm0364195,writer,head writer,
tt0537952,8,nm0470913,writer,executive consultant,
tt0537952,9,nm1099475,writer,contributing writer,
tt0537953,10,nm2056914,writer,story editor,
tt0537953,1,nm0485487,actor,,"[""Mills Lane""]"
tt0537953,2,nm0772065,actor,,"[""Johnny Gomez""]"
tt0537953,3,nm0561752,actor,,"[""Nick Diamond""]"
tt0537953,4,nm7449196,actress,,"[""Cameron Diaz"",""Meryl Streep"",""Various""]"
tt0537953,5,nm0283888,director,,
tt0537953,6,nm0364195,writer,writer,
tt0537953,7,nm2688379,writer,written by,
tt0537953,8,nm4240610,writer,writer,
tt0537953,9,nm3186098,writer,written by,
tt0537954,10,nm4372520,producer,producer,
tt0537954,1,nm0485487,actor,,"[""Mills Lane""]"
tt0537954,2,nm0042524,actor,,"[""Stone Cold Steve Austin""]"
tt0537954,3,nm0772065,actor,,"[""Johnny Gomez""]"
tt0537954,4,nm0561752,actor,,"[""Nick Diamond""]"
tt0537954,5,nm0283888,director,,
tt0537954,6,nm0364195,writer,written by,
tt0537954,7,nm2688379,writer,writer,
tt0537954,8,nm3186098,writer,writer,
tt0537954,9,nm2056914,writer,story editor,
tt0537955,10,nm4372520,producer,producer,
tt0537955,1,nm0485487,actor,,"[""Mills Lane""]"
tt0537955,2,nm0772065,actor,,"[""Johnny Gomez""]"
tt0537955,3,nm0561752,actor,,"[""Nick Diamond""]"
tt0537955,4,nm0558244,actress,,"[""Debbie Matenopoulos""]"
tt0537955,5,nm0283888,director,,
tt0537955,6,nm0304531,writer,written by,
tt0537955,7,nm0364195,writer,head writer,
tt0537955,8,nm0470913,writer,executive consultant,
tt0537955,9,nm0716658,writer,written by,
tt0537956,10,nm2496587,producer,producer,
tt0537956,1,nm0485487,actor,,"[""Mills Lane""]"
tt0537956,2,nm0119354,actor,,"[""Michael Buffer""]"
tt0537956,3,nm0772065,actor,,"[""Johnny Gomez""]"
tt0537956,4,nm0561752,actor,,"[""Nick Diamond""]"
tt0537956,5,nm0283888,director,,
tt0537956,6,nm0364195,writer,head writer,
tt0537956,7,nm2688379,writer,written by,
tt0537956,8,nm3186098,writer,written by,
tt0537956,9,nm4372520,producer,producer,
tt0537957,1,nm0772065,actor,,"[""Johnny Gomez""]"
tt0537957,2,nm0561752,actor,,"[""Nick Diamond""]"
tt0537957,3,nm0042524,actor,,"[""Stone Cold Steve Austin""]"
tt0537957,4,nm0573093,actor,,"[""Vince McMahon""]"
tt0537957,5,nm0283888,director,,
tt0537957,6,nm0364195,writer,writer,
tt0537957,7,nm4372520,producer,producer,
tt0537957,8,nm1512881,composer,,
tt0537957,9,nm0400529,editor,,
tt0537958,10,nm2496587,producer,producer,
tt0537958,1,nm0485487,actor,,"[""Mills Lane""]"
tt0537958,2,nm0772065,actor,,"[""Johnny Gomez""]"
tt0537958,3,nm0561752,actor,,"[""Nick Diamond""]"
tt0537958,4,nm0130587,actor,,"[""The Undertaker""]"
tt0537958,5,nm0283888,director,,
tt0537958,6,nm0364195,writer,head writer,
tt0537958,7,nm2688379,writer,writer,
tt0537958,8,nm3186098,writer,writer,
tt0537958,9,nm4372520,producer,producer,
tt0537959,10,nm4372520,producer,producer,
tt0537959,1,nm0485487,actor,,"[""Mills Lane""]"
tt0537959,2,nm0772065,actor,,"[""Johnny Gomez""]"
tt0537959,3,nm0561752,actor,,"[""Nick Diamond""]"
tt0537959,4,nm0127369,actor,,"[""Donald Trump"",""Various""]"
tt0537959,5,nm0283888,director,,
tt0537959,6,nm0364195,writer,head writer,
tt0537959,7,nm2688379,writer,writer,
tt0537959,8,nm3186098,writer,writer,
tt0537959,9,nm0567129,writer,written by,
tt0537960,10,nm1512881,composer,,
tt0537960,1,nm0772065,actor,,"[""Johnny Gomez""]"
tt0537960,2,nm0561752,actor,,"[""Nick Diamond""]"
tt0537960,3,nm0478345,actress,,"[""Stacy Cornbred""]"
tt0537960,4,nm0485487,actor,,"[""Mills Lane""]"
tt0537960,5,nm0283888,director,,
tt0537960,6,nm0372466,writer,written by,
tt0537960,7,nm7412051,writer,,
tt0537960,8,nm2056914,writer,,
tt0537960,9,nm0528717,producer,producer,
tt0537961,10,nm1032829,writer,writer,
tt0537961,1,nm0485487,actor,,"[""Mills Lane""]"
tt0537961,2,nm0042524,actor,,"[""Stone Cold Steve Austin""]"
tt0537961,3,nm0772065,actor,,"[""Johnny Gomez""]"
tt0537961,4,nm0561752,actor,,"[""Nick Diamond""]"
tt0537961,5,nm0283888,director,,
tt0537961,6,nm7463813,writer,writer,
tt0537961,7,nm0364195,writer,head writer,
tt0537961,8,nm2688379,writer,writer,
tt0537961,9,nm3186098,writer,writer,
tt0554514,10,nm0111275,producer,producer,
tt0554514,1,nm0334935,actress,,"[""Daria Morgendorffer""]"
tt0554514,2,nm0393812,actress,,"[""Jane Lane"",""Helen Barksdale Morgendorffer"",""Quinn Morgendorffer""]"
tt0554514,3,nm8814816,actor,,"[""Jake Morgendorffer""]"
tt0554514,4,nm0359972,actor,,"[""Tom Sloane""]"
tt0554514,5,nm0809510,director,,
tt0554514,6,nm0228327,director,supervising director,
tt0554514,7,nm0630437,writer,story editor,
tt0554514,8,nm0255878,writer,written by,
tt0554514,9,nm0251550,writer,creator,
tt0554515,10,nm0111275,producer,producer,
tt0554515,1,nm0334935,actress,,"[""Daria Morgendorffer""]"
tt0554515,2,nm0393812,actress,,"[""Jane Lane"",""Helen Barksdale Morgendorffer"",""Quinn Morgendorffer""]"
